Název;Autor;Spoluautoři;Druh;Deponováno;SystemovéČíslo;EvidenřníČísloFEL;ČísloOddělení;ČárovýKód;Stran;Vydání;Rok;Vydavatel;Země;ISBNorISSN;ČísloČasopisu;RočníkČasopisu;Konference;Cena;KlíčováSlova;Poznámka;Vloženo;Zapůjčeno;ZapůjčenoOd;ZapůjčenoDo;Extra1;Extra1;Extra1;Extra1;Extra1
An Environment for Testing Financial Series Predictors and Learning Such Predictors with Artificial Neural Networks - II.;Grafnetr, Libor;;diplomová / bakalářská práce;Katedra;;;;;59;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
An Environment for Testing Financial Series Predictors and Learning Such Predictors with Artificial Neural Networks - I.;Grafnetr, Libor;;diplomová / bakalářská práce;Katedra;;;;;59;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
An Artificial Creature Capable of Learning from Experience in Order to Fulfill More Complex Tasks - II.;Vítků, Jaroslav;;diplomová / bakalářská práce;Katedra;;;;;106;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;Nahodil, Pavel;20.09.2011 - 30.04.2012;;;;;;
An Artificial Creature Capable of Learning from Experience in Order to Fulfill More Complex Tasks - I.;Vítků, Jaroslav;;diplomová / bakalářská práce;Katedra;;;;;106;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;Nahodil, Pavel;20.09.2011 - 30.04.2012;;;;;;
Agentní simulace městské mobility - II.;Milenovský, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;72;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Agentní simulace městské mobility - I.;Milenovský, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;72;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Agentní modelování městské kriminality - II.;Modrý, Marek;;diplomová / bakalářská práce;Katedra;;;;;65;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Agentní modelování městské kriminality - I.;Modrý, Marek;;diplomová / bakalářská práce;Katedra;;;;;65;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
3D model bytu pro vizualizaci/simulaci a ověřování řídicích systémů - II.;Pošusta, Antonín;;diplomová / bakalářská práce;Katedra;;;;;72;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
3D model bytu pro vizualizaci/simulaci a ověřování řídicích systémů - I.;Pošusta, Antonín;;diplomová / bakalářská práce;Katedra;;;;;72;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Optimalizace vysílacího schématu bezdrátové ad-hoc sítě pomocí evolučního algoritmu - II.;Bunga, Pavel;;diplomová / bakalářská práce;Katedra;;;;;58;1. vydání;2011;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Řídící systém mobilního robotu - II.;Svědirohová, Monika;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Řídící systém mobilního robotu - I.;Svědirohová, Monika;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Závislost tepu a krevních tlaků při zátěži - I.;Drábek, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
Závislost tepové frekvence na psychické zátěži - II.;Kozel, Martin;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Závislost tepové frekvence na psychické zátěži - I.;Kozel, Martin;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;03.09.2012 - 30.04.2013;;;;;;
Zpracování obrazu pro vzdálenou vizualizaci - II.;Strob, Miroslav;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Zpracování obrazu pro vzdálenou vizualizaci - I.;Strob, Miroslav;;diplomová / bakalářská práce;Katedra;;;;;34;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Webová aplikace pro komplexní analýzu intrakardiálních signálů - II.;Synák, Petr;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Webová aplikace pro komplexní analýzu intrakardiálních signálů - I.;Synák, Petr;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
"Využití metod umělé inteligence pro řízení hráčů ve hře ""Ms. Pac-man"" - II.";Feřt, Petr;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
"Využití metod umělé inteligence pro řízení hráčů ve hře ""Ms. Pac-man"" - I.";Feřt, Petr;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Využití atributů detekovaných podle tváře při interakci Nao robotu - II.;Petráčková, Alena;;diplomová / bakalářská práce;Katedra;;;;;64;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Využití atributů detekovaných podle tváře při interakci Nao robotu - I.;Petráčková, Alena;;diplomová / bakalářská práce;Katedra;;;;;64;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Vyhodnocování stavu maniodepresivních pacientů pomocí chytrého telefonu s operačním systémem Android - I.;Mosinger, Jiří;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Vliv očních pohybů na EEG signál - II.;Novák, Josef;;diplomová / bakalářská práce;Katedra;;;;;31;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Vliv očních pohybů na EEG signál - I.;Novák, Josef;;diplomová / bakalářská práce;Katedra;;;;;32;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Vizualizace multidimenzionálních dat metodou RadViz - II.;Valentová, Klára;;diplomová / bakalářská práce;Katedra;;;;;111;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Vizualizace multidimenzionálních dat metodou RadViz - I.;Valentová, Klára;;diplomová / bakalářská práce;Katedra;;;;;111;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Visualisation and Analysis of Artificial Neural Network Behavior - II.;Fencl, Pavel;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Visualisation and Analysis of Artificial Neural Network Behavior - I.;Fencl, Pavel;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Velkoplošný maticový LED displej - II.;Vilhelm, Svatopluk;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Velkoplošný maticový LED displej - I.;Vilhelm, Svatopluk;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Using Markov models and textual news data in financial series prediction - II.;Zadražil, Petr;;diplomová / bakalářská práce;Katedra;;;;;88;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Using Markov models and textual news data in financial series prediction - I.;Zadražil, Petr;;diplomová / bakalářská práce;Katedra;;;;;88;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Usability of General Game Players as AI Libraries in Practical Applications - II.;Musil, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Usability of General Game Players as AI Libraries in Practical Applications - I.;Musil, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Trojdimenzionální rekonstrukce scény, která se postupně proměňuje - II.;Pokorná, Agáta;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Trojdimenzionální rekonstrukce scény, která se postupně proměňuje - I.;Pokorná, Agáta;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Tracking and 3D Reconstruction of Vehicles in Cross-traffic Video-sequences - II.;Svoboda, Radek;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Tracking and 3D Reconstruction of Vehicles in Cross-traffic Video-sequences - I.;Svoboda, Radek;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
The Use of Artificial Immune Systems in Biomedical Information Retrieval - II.;Frdlík, Michal;;diplomová / bakalářská práce;Katedra;;;;;73;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
The Use of Artificial Immune Systems in Biomedical Information Retrieval - I.;Frdlík, Michal;;diplomová / bakalářská práce;Katedra;;;;;73;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
The Linear Direct Sparse Solver on GPU for Bundle Adjustment Method - II.;Ivančík, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
The Linear Direct Sparse Solver on GPU for Bundle Adjustment Method - I.;Ivančík, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Systém pro správu a monitoring sběrnice uLan - II.;Boháček, Martin;;diplomová / bakalářská práce;Katedra;;;;;83;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Systém pro správu a monitoring sběrnice uLan - I.;Boháček, Martin;;diplomová / bakalářská práce;Katedra;;;;;83;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Study of Expressivity Between Agent-Oriented Programming Languages AgentSpeak (L) and Behavioural State Machines - II.;Juras, Marek;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Study of Expressivity Between Agent-Oriented Programming Languages AgentSpeak (L) and Behavioural State Machines - I.;Juras, Marek;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Strategie multi-robotického průzkumu neznámého prostředí - II.;Pytlíček, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;53;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Strategie multi-robotického průzkumu neznámého prostředí - I.;Pytlíček, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Statistical Analysis of Bipolar Patients - II.;Huu, Chanh Nguyen;;diplomová / bakalářská práce;Katedra;;;;;89;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Statistical Analysis of Bipolar Patients - I.;Huu, Chanh Nguyen;;diplomová / bakalářská práce;Katedra;;;;;89;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Spatial Models in Mobile Robotics - II.;Petrík, Vladimír;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Spatial Models in Mobile Robotics - I.;Petrík, Vladimír;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;Drábek, Tomáš;13.07.2012 - 13.01.2013;;;;;;
Smartphone-based Real-time Taxi Sharing System - I.;Moidl, David;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Sledování kvalita spánku pomocí chytrého telefonu - II.;Slezák, David;;diplomová / bakalářská práce;Katedra;;;;;63;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Sledování kvalita spánku pomocí chytrého telefonu - I.;Slezák, David;;diplomová / bakalářská práce;Katedra;;;;;63;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Simulace chování leteckého dispečera při řazení letadel před vstupem do koncové oblasti - II.;Fuksa, Michal;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Simulace chování leteckého dispečera při řazení letadel před vstupem do koncové oblasti - I.;Fuksa, Michal;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Robustní detekce kódových obrazců - I.;Hašek, Štěpán;;diplomová / bakalářská práce;Katedra;;;;;75;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;Šára, Radim;07.06.2012 - 07.12.2012;;;;;;
Robustní detekce kódovaných obrazců - II.;Hašek, Štěpán;;diplomová / bakalářská práce;Katedra;;;;;75;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;bez CD;;volná;;;;;;;
Relative Visual Lacalization in Swarms of Unmanned Aerial Vehicles - II.;Zedník, Pavel;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Relative Visual Lacalization in Swarms of Unmanned Aerial Vehicles - I.;Zedník, Pavel;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;Saska, Martin;;;;;;;
Příprava uhlíkových nanostruktur pro tkáňové inženýrství - II.;Khalili, Reza;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Příprava uhlíkových nanostruktur pro tkáňové inženýrství - I.;Khalili, Reza;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Předzpracování biochemických signálů a jejich analýza - II.;Anýž, Jiří;;diplomová / bakalářská práce;Katedra;;;;;66;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Předzpracování biochemických signálů a jejich analýza - I.;Anýž, Jiří;;diplomová / bakalářská práce;Katedra;;;;;66;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Processing of Neurophysiological - II.;Albert, Filip;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Processing of Neurophysiological - I.;Albert, Filip;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Pravděpodobnostní predikce času dosažení význačných bodů v trajektorii letadel - II.;Kittler, Mojmír;;diplomová / bakalářská práce;Katedra;;;;;34;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Pravděpodobnostní predikce času dosažení význačných bodů v trajektorii letadel - I.;Kittler, Mojmír;;diplomová / bakalářská práce;Katedra;;;;;34;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Plánování trajektorie pro bezpilotní letoun za účelem sledování pozemních objektů pomocí inerciálně stabilizované kamerové platformy - II.;Kreč, Michal;;diplomová / bakalářská práce;Katedra;;;;;84;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Plánování trajektorie pro bezpilotní letoun za účelem sledování pozemních objektů pomocí inerciálně stabilizované kamerové platformy - I.;Kreč, Michal;;diplomová / bakalářská práce;Katedra;;;;;84;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Parallel Trajectory Planning on GPU - II.;Hlavatý, David;;diplomová / bakalářská práce;Katedra;;;;;66;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Parallel Trajectory Planning on GPU - I.;Hlavatý, David;;diplomová / bakalářská práce;Katedra;;;;;66;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Parallel Trajectory Planning - II.;Milichovský, Martin;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Parallel Trajectory Planning - I.;Milichovský, Martin;;diplomová / bakalářská práce;Katedra;;;;;39;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Optimalizace řízení SBR čističky odpadních vod - I.;Stránský, Martin;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2012;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
